track_id,name,artist_x,new_identifier,explicit,energy,mode,instrumentalness,liveness,valence,popularity_norm,duration_ms_norm,danceability_norm,key_norm,loudness_norm,speechiness_norm,acousticness_norm,tempo_norm,time_signature_norm,artist_y,genre,title,album,year,lyrics,labels
10,6VKv0eIRmHYlXbgWGq0DVP,"cry, cry, cry",johnny cash,"cry, cry, cry_johnny cash",0,0.49,1,7.56e-05,0.106,0.9,0.37,0.0255660771316693,0.8819374369323915,0.4545454545454546,0.7795980176211453,0.0642636457260556,0.7279116465863454,0.4206858483405782,0.8,johnny cash,Country,"cry, cry, cry",Johnny Cash With His Hot and Blue Guitar,1955.0,"Everybody knows where you go when the sun goes down
I think you only live to see the lights of town
I wasted my time when I would try, try, try
Cause when the lights have lost their glow, you'll cry, cry, cry

Soon your sugar-daddies will all be gone
You'll wake up some cold day and find you're alone
You'll call for me but I'm gonna tell you: ""Bye, bye, bye!""
When I turn around and walk away, you'll cry, cry, cry

You're gonna cry, cry, cry and you'll cry alone
When everyone's forgotten and you're left on your own
You're gonna cry, cry, cry

I lie awake at night to wait 'til you come in
You stay a little while and then you're gone again
Every question that I ask, I get a lie, lie, lie
For every lie you tell, you're gonna cry, cry, cry

When your fickle love gets old, no one will care for you
Then you'll come back to me for a little love that's true
I'll tell you no and then you'll ask me: ""Why, why, why?""
When I remind you of all of this, you'll cry, cry, cry

You're gonna cry, cry, cry and you'll want me then
It'll hurt when you think of the fool you've been
You're gonna cry, cry, cry","Nostalgia, Power, Sadness, Tenderness"
11,48Ijdti1gurgawNVzbhDxb,"cry, cry, cry",johnny cash,"cry, cry, cry_johnny cash",0,0.49,1,7.56e-05,0.106,0.9,0.12,0.0255660771316693,0.8819374369323915,0.4545454545454546,0.7795980176211453,0.0642636457260556,0.7279116465863454,0.4206858483405782,0.8,johnny cash,Country,"cry, cry, cry",Johnny Cash With His Hot and Blue Guitar,1955.0,"Everybody knows where you go when the sun goes down
I think you only live to see the lights of town
I wasted my time when I would try, try, try
Cause when the lights have lost their glow, you'll cry, cry, cry

Soon your sugar-daddies will all be gone
You'll wake up some cold day and find you're alone
You'll call for me but I'm gonna tell you: ""Bye, bye, bye!""
When I turn around and walk away, you'll cry, cry, cry

You're gonna cry, cry, cry and you'll cry alone
When everyone's forgotten and you're left on your own
You're gonna cry, cry, cry

I lie awake at night to wait 'til you come in
You stay a little while and then you're gone again
Every question that I ask, I get a lie, lie, lie
For every lie you tell, you're gonna cry, cry, cry

When your fickle love gets old, no one will care for you
Then you'll come back to me for a little love that's true
I'll tell you no and then you'll ask me: ""Why, why, why?""
When I remind you of all of this, you'll cry, cry, cry

You're gonna cry, cry, cry and you'll want me then
It'll hurt when you think of the fool you've been
You're gonna cry, cry, cry","Nostalgia, Power, Sadness, Tenderness"
12,6qfYzFbAWN4LRj17G4FiQR,"cry, cry, cry",johnny cash,"cry, cry, cry_johnny cash",0,0.49,1,7.56e-05,0.106,0.9,0.17,0.0255660771316693,0.8819374369323915,0.4545454545454546,0.7795980176211453,0.0642636457260556,0.7279116465863454,0.4206858483405782,0.8,johnny cash,Country,"cry, cry, cry",Johnny Cash With His Hot and Blue Guitar,1955.0,"Everybody knows where you go when the sun goes down
I think you only live to see the lights of town
I wasted my time when I would try, try, try
Cause when the lights have lost their glow, you'll cry, cry, cry

Soon your sugar-daddies will all be gone
You'll wake up some cold day and find you're alone
You'll call for me but I'm gonna tell you: ""Bye, bye, bye!""
When I turn around and walk away, you'll cry, cry, cry

You're gonna cry, cry, cry and you'll cry alone
When everyone's forgotten and you're left on your own
You're gonna cry, cry, cry

I lie awake at night to wait 'til you come in
You stay a little while and then you're gone again
Every question that I ask, I get a lie, lie, lie
For every lie you tell, you're gonna cry, cry, cry

When your fickle love gets old, no one will care for you
Then you'll come back to me for a little love that's true
I'll tell you no and then you'll ask me: ""Why, why, why?""
When I remind you of all of this, you'll cry, cry, cry

You're gonna cry, cry, cry and you'll want me then
It'll hurt when you think of the fool you've been
You're gonna cry, cry, cry","Nostalgia, Power, Sadness, Tenderness"
13,47gmoUrZV3w20JAnQOZMcO,blue suede shoes,elvis presley,blue suede shoes_elvis presley,0,0.66,1,1.66e-06,0.138,0.962,0.63,0.0206227480360008,0.562058526740666,0.1818181818181818,0.7998959862946646,0.0576725025746652,0.6566265060240964,0.3866044865472581,0.8,elvis presley,Rock,blue suede shoes,Elvis Presley ,1956.0,"Well, it's one for the money, two for the show
Three to get ready, now go, cat, go

But don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes

Well, you can knock me down, step in my face
Slander my name all over the place
Do anything that you wanna do
But uh-uh honey, lay off of them shoes

And don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes
Let's go, cat!
Ah, walk the dog

You can burn my house, steal my car
Drink my liquor from an old fruit jar
Do anything that you want to do
But uh-uh, honey, lay off of my shoes

And don't you step on my blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes
Rock it
Yeah!

Well, it's one for the money, two for the show
Three to get ready, now go, go, go

But don't you step on my blue suede shoes
Well, you can do anything but lay off of my blue suede shoes

Well it's blue, blue, blue suede shoes
Blue, blue, blue suede shoes, yeah
Blue, blue, blue suede shoes, baby
Blue, blue, blue suede shoes
Well, you can do anything but lay off of my blue suede shoes","Amazement, Joyful activation, Power, Tenderness, Tension"
14,4yT1gUhQM0wklnaDQWeXs2,blue suede shoes,elvis presley,blue suede shoes_elvis presley,0,0.698,1,0.000264,0.26,0.963,0.29,0.0221441420722501,0.5186680121089808,0.8181818181818182,0.7859153206069505,0.0600411946446961,0.8032128514056226,0.3713598045303818,0.8,elvis presley,Rock,blue suede shoes,Elvis Presley ,1956.0,"Well, it's one for the money, two for the show
Three to get ready, now go, cat, go

But don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes

Well, you can knock me down, step in my face
Slander my name all over the place
Do anything that you wanna do
But uh-uh honey, lay off of them shoes

And don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes
Let's go, cat!
Ah, walk the dog

You can burn my house, steal my car
Drink my liquor from an old fruit jar
Do anything that you want to do
But uh-uh, honey, lay off of my shoes

And don't you step on my blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes
Rock it
Yeah!

Well, it's one for the money, two for the show
Three to get ready, now go, go, go

But don't you step on my blue suede shoes
Well, you can do anything but lay off of my blue suede shoes

Well it's blue, blue, blue suede shoes
Blue, blue, blue suede shoes, yeah
Blue, blue, blue suede shoes, baby
Blue, blue, blue suede shoes
Well, you can do anything but lay off of my blue suede shoes","Amazement, Joyful activation, Power, Tenderness, Tension"
15,3QiAAp20rPC3dcAtKtMaqQ,blue christmas,elvis presley,blue christmas_elvis presley,0,0.27,1,0.00104,0.145,0.58,0.58,0.0223979747498786,0.4692230070635722,0.3636363636363636,0.6629191140479687,0.0437693099897013,0.9036144578313252,0.3836253607218089,0.8,elvis presley,Rock,blue christmas,Elvis’ Christmas Album,1964.0,"I'll have a Blue Christmas without you
(Ooh, ooh, ooh, ooh)
I'll be so blue just thinking about you
(Ooh, ooh, ooh, ooh)
Decorations of red on a green Christmas tree
(Ahh, ahh)
Won't be the same dear, if you're not here with me
(Ooh)

And when those blue snowflakes start fallin'
(Ooh, ooh, ooh, ooh)
That's when those blue memories start callin'
(Ooh, ooh, ooh, ooh)
You'll be doin' all right, with your Christmas of white
(Ahh, ahh)
But I'll have a blue, blue, blue, blue Christmas

(Oooooaaaooooh
Oooooaaaooooh)

You'll be doin' all right, with your Christmas of white
(Ahh, ahh)
But I'll have a blue, blue, blue, blue Christmas
(Ooh, ooh, ooh, ooh)","Nostalgia, Sadness, Tension"
16,64Ny7djQ6rNJspquof2KoX,hound dog,elvis presley,hound dog_elvis presley,0,0.756,1,0.00505,0.76,0.95,0.6900000000000001,0.0236180092326741,0.3602421796165489,0.0,0.787873225648556,0.0639546858908342,0.7359437751004017,0.7094581156826216,0.8,elvis presley,Rock,hound dog,Elvis’ Golden Records,1956.0,"You ain't nothing but a hound dog
Crying all the time
You ain't nothing but a hound dog
Crying all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

When they said you was high classed
Well, that was just a lie
When they said you was high classed
Well, that was just a lie
You ain't never caught a rabbit
And you ain't no friend of mine

You ain't nothing but a hound dog
Crying all the time
You ain't nothing but a hound dog
Crying all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

Ahhhhhhhhhh (ahhhh)
Ahhhhhhhhhh (ahhhh)

When they said you was high classed
Well, that was just a lie
When they said you was high classed
Well, that was just a lie
Well, you ain't never caught a rabbit
And you ain't no friend of mine

You ain't nothing but a hound dog
Crying all the time
You ain't nothing but a hound dog
Crying all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine","Power, Solemnity, Tension"
17,0JOw67rq2X6NDz5AJP9uIG,hound dog,elvis presley,hound dog_elvis presley,0,0.884,0,0.000673,0.497,0.94,0.6,0.0231313482644858,0.3461150353178607,0.4545454545454546,0.8547020313264806,0.1328527291452111,0.6224899598393575,0.721447676565969,0.8,elvis presley,Rock,hound dog,Elvis’ Golden Records,1956.0,"You ain't nothing but a hound dog
Crying all the time
You ain't nothing but a hound dog
Crying all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

When they said you was high classed
Well, that was just a lie
When they said you was high classed
Well, that was just a lie
You ain't never caught a rabbit
And you ain't no friend of mine

You ain't nothing but a hound dog
Crying all the time
You ain't nothing but a hound dog
Crying all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

Ahhhhhhhhhh (ahhhh)
Ahhhhhhhhhh (ahhhh)

When they said you was high classed
Well, that was just a lie
When they said you was high classed
Well, that was just a lie
Well, you ain't never caught a rabbit
And you ain't no friend of mine

You ain't nothing but a hound dog
Crying all the time
You ain't nothing but a hound dog
Crying all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine","Power, Solemnity, Tension"
18,6xNwKNYZcvgV3XTIwsgNio,heartbreak hotel,elvis presley,heartbreak hotel_elvis presley,0,0.21,1,1.62e-06,0.107,0.717,0.61,0.0221108554588443,0.7023208879919273,0.3636363636363636,0.7354074889867841,0.0690010298661174,0.8433734939759037,0.3796680750544888,0.8,elvis presley,Rock,heartbreak hotel,Elvis’ Golden Records,1956.0,"Well, since my baby left me
Well, I found a new place to dwell
Well, it's down at the end of lonely street
At Heartbreak Hotel

You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

Although it's always crowded
You still can find some room
For broken hearted lovers
To cry away their gloom
And be so

You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

Now the bellhop's tears keep flowing
The desk clerk's dressed in black
Well they've been so long on lonely street
They'll never look back

You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

Well now, if your baby leaves you
And you got a tale to tell
Just take a walk down lonely street
To Heartbreak Hotel","Joyful activation, Sadness"
19,2IfE8FhnPPEBSS4rL1qhBb,heartbreak hotel,elvis presley,heartbreak hotel_elvis presley,0,0.295,1,1.42e-06,0.0856,0.729,0.61,0.0221820567709421,0.7003027245206861,0.8181818181818182,0.7851199216837983,0.0629248197734294,0.8463855421686747,0.3798060727085287,0.8,elvis presley,Rock,heartbreak hotel,Elvis’ Golden Records,1956.0,"Well, since my baby left me
Well, I found a new place to dwell
Well, it's down at the end of lonely street
At Heartbreak Hotel

You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

Although it's always crowded
You still can find some room
For broken hearted lovers
To cry away their gloom
And be so

You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

Now the bellhop's tears keep flowing
The desk clerk's dressed in black
Well they've been so long on lonely street
They'll never look back

You make me so lonely baby
Well, I'm so lonely
I get so lonely I could die

Well now, if your baby leaves you
And you got a tale to tell
Just take a walk down lonely street
To Heartbreak Hotel","Joyful activation, Sadness"
20,5ueyLj6e6oVaTY0KQ6yLaA,all shook up,elvis presley,all shook up_elvis presley,0,0.468,1,6.35e-06,0.144,0.952,0.6,0.0202453810818825,0.6296670030272452,0.9090909090909092,0.7317364170337738,0.1359423274974253,0.8845381526104418,0.3009120021430224,0.8,elvis presley,Rock,all shook up,Elvis’ Golden Records,1957.0,"Uh, well, a-bless my soul
What's wrong with me?
I'm itching like a man on a fuzzy tree
My friends say I'm actin' wild as a bug

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

Well, my hands are shaky and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

Well, please don't ask me what's on my mind
I'm a little mixed up, but I feel fine
When I'm near the girl that I love best
My heart beats so it scares me to death!

When she touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

My tongue gets tied when I try to speak
My insides shake like a leaf on a tree
There's only one cure for this body of mine
That's to have that girl that I love so fine!

She touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!
Mm mm oh, oh, yeah, yeah!
I'm all shook up","Joyful activation, Power, Tenderness, Tension"
21,6A28sLdLOf9vohN5LVl5KR,all shook up,elvis presley,all shook up_elvis presley,0,0.468,1,0.000134,0.177,0.946,0.53,0.020295222000351,0.6942482341069626,0.9090909090909092,0.7265204356338717,0.1544799176107106,0.893574297188755,0.3037247190327176,0.8,elvis presley,Rock,all shook up,Elvis’ Golden Records,1957.0,"Uh, well, a-bless my soul
What's wrong with me?
I'm itching like a man on a fuzzy tree
My friends say I'm actin' wild as a bug

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

Well, my hands are shaky and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

Well, please don't ask me what's on my mind
I'm a little mixed up, but I feel fine
When I'm near the girl that I love best
My heart beats so it scares me to death!

When she touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

My tongue gets tied when I try to speak
My insides shake like a leaf on a tree
There's only one cure for this body of mine
That's to have that girl that I love so fine!

She touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!
Mm mm oh, oh, yeah, yeah!
I'm all shook up","Joyful activation, Power, Tenderness, Tension"
22,3OeX4IyrnpwkElW5iS8leo,all shook up,elvis presley,all shook up_elvis presley,0,0.656,1,0.0,0.139,0.947,0.5700000000000001,0.0204068300570642,0.7124117053481331,0.9090909090909092,0.8129435878609886,0.1225540679711637,0.8323293172690763,0.3036313676785142,0.8,elvis presley,Rock,all shook up,Elvis’ Golden Records,1957.0,"Uh, well, a-bless my soul
What's wrong with me?
I'm itching like a man on a fuzzy tree
My friends say I'm actin' wild as a bug

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

Well, my hands are shaky and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

Well, please don't ask me what's on my mind
I'm a little mixed up, but I feel fine
When I'm near the girl that I love best
My heart beats so it scares me to death!

When she touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!

My tongue gets tied when I try to speak
My insides shake like a leaf on a tree
There's only one cure for this body of mine
That's to have that girl that I love so fine!

She touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup

I'm in love
I'm all shook up
Mm mm oh, oh, yeah, yeah!
Mm mm oh, oh, yeah, yeah!
I'm all shook up","Joyful activation, Power, Tenderness, Tension"
