track_id,genre,track_name,artist_name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
00EpvFrT5yftvcvqSMZiHd,philly rap,The Fire,The Roots,6,0.67,0.956,1,-4.381,1,0.16,0.177,3.69e-05,0.726,0.337,173.967,221067,4
00G5DadTDME3A8AY1k0z24,german pop,Poppycock,Super Flu,23,0.746,0.745,7,-8.62,1,0.0411,0.127,0.876,0.0832,0.451,123.771,267610,4
00HKGhy0zLr5qAwXDM9xgH,ambient worship,You Are,Bayside Worship,5,0.328,0.428,0,-11.051,1,0.0315,0.681,0.0,0.173,0.287,145.927,389221,4
00InqOBQrcdCu27lIYnoN2,trap queen,Off Top,Latto,28,0.904,0.563,2,-5.37,0,0.165,0.47,0.0,0.106,0.208,120.033,135915,4
00Iyem0hheP62JitK9zVWI,western swing,I Gave up Good Mornin' Darling,Red Steagall,4,0.481,0.378,2,-7.944,1,0.0385,0.882,5.65e-06,0.131,0.655,184.976,166853,4
00J6HC2AY88psIB5fvK2UP,italian tech house,That's How I Do It - Original Mix,Davide Mazzilli,0,0.808,0.652,1,-8.64,1,0.0654,0.000335,0.53,0.101,0.61,125.998,368678,4
00K3iFsXALgjg5ECPLR1hs,country rock,Rock This Country!,Shania Twain,47,0.637,0.802,7,-5.794,1,0.0302,0.252,0.0,0.228,0.696,129.106,262400,4
00K60iWcddHD9ZxnmqbjOL,spirituals,The Times They Are A-Changin',Odetta,16,0.391,0.217,2,-13.66,1,0.0492,0.945,0.00047,0.127,0.409,170.933,277667,4
00MVmhRLK69vu0qCcgsM60,viral rap,Rap de Jack el Destripador,Doblecero,33,0.823,0.795,3,-4.337,0,0.29,0.381,0.0,0.121,0.481,150.058,244298,4
00NEmzW4RDS67G0ixT4sZI,"classic rock, country rock",Fortunate Son,Creedence Clearwater Revival,0,0.64,0.663,0,-7.516,1,0.0373,0.201,0.00806,0.152,0.665,132.768,140773,4
00PgRQMo76Cbit0UxxgZ5g,chicago drill,Baked as a Pie,DJ Drillinois,13,0.905,0.537,4,-12.449,0,0.399,0.147,0.0,0.152,0.617,140.059,195397,4
00Pi89fokDdsXP7ydPuISu,lo-fi sleep,Title Theme,Super Piano 64,45,0.395,0.00944,0,-21.111,1,0.0594,0.992,0.959,0.107,0.195,174.328,174070,3
00PnFrg2QQzPqkeuxGxcz9,background piano,Spheroidal,Kalen Elmsley,61,0.367,0.0221,2,-27.33,1,0.0459,0.996,0.95,0.0709,0.158,103.169,184220,3
00QrHgrVlYOsleK3Vb62OJ,permanent wave,Revenge,Patti Smith,31,0.225,0.586,8,-11.143,1,0.0304,0.0011,0.0554,0.0557,0.153,79.756,304840,3
00TCETIAB0oozJ1NzFzxLs,conscious hip hop,It Was A Good Day,Ice Cube,11,0.78,0.754,5,-5.377,0,0.0953,0.135,0.034,0.0467,0.81,82.392,260307,4
00V6rYQ0nyE5KOLDMAlloC,jazz blues,I Must Have That Man!,Billie Holiday,39,0.451,0.171,8,-13.515,1,0.0411,0.932,0.0,0.176,0.338,135.161,183067,4
00WjtwwiK2IlGa8pVSGx6l,"lo-fi beats, lo-fi beats",Overworld 2 Lofi,Rifti Beats,35,0.591,0.413,1,-15.361,1,0.0368,0.215,0.917,0.242,0.447,140.135,164538,4
00XJssFVpf6hUFSFCDy4DD,australian hip hop,No Kissin' At the Hop,Rocket to Memphis,0,0.249,0.92,7,-7.074,1,0.161,0.103,1.88e-05,0.332,0.515,180.532,143307,4
00XWRuYfSTzMwerS5mz7FA,rage rap,wokeuplikethis*,Playboi Carti,5,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,235535,4
00YBFo0J1itzOPgDuEdJZ0,bubble trance,"Ayla, Pt. II - Extended Mix",Ayla,14,0.747,0.689,0,-13.277,0,0.0702,0.0173,0.937,0.0984,0.0631,137.977,382067,4
00YxIGeyOZXyXzM4VXaRuC,cali rap,All Rap,Joe Moses,15,0.836,0.567,8,-9.201,1,0.229,0.0722,0.0,0.131,0.214,99.936,204330,4
00aVyyBbFPfzkubmSiubCH,crunk,Came a Long Way,Slim Thug,37,0.719,0.675,5,-7.173,1,0.0535,0.0524,0.0,0.0892,0.519,80.976,169012,4
00atmTpGGHf0biCyXQLZ0j,"neo-classical, neo-classical",Sarabande,Ludovico Einaudi,31,0.247,0.0586,2,-23.034,0,0.0399,0.987,0.544,0.12,0.0376,106.02,254307,4
00bOhb4584JjyfTiXX81mO,"memphis soul, chicago soul",The Weight,The Staple Singers,51,0.629,0.387,10,-13.667,1,0.0386,0.424,0.0,0.0479,0.497,76.003,275640,4
00d93yFVimQ9GDuX4ouVJW,drill,In Ha Mood,Ice Spice,0,0.756,0.774,0,-5.009,1,0.265,0.629,3.86e-06,0.231,0.755,141.093,129362,4
00daW8GykklOU3WcRaOllH,chill beats,seven,skyfall beats,58,0.705,0.319,10,-15.379,0,0.103,0.417,0.945,0.139,0.159,142.114,128451,4
00dw4IviM5HhpjtXfTgN3c,alternative hip hop,Sugar Hill,AZ,9,0.675,0.667,5,-6.537,0,0.194,0.000622,6.78e-06,0.0553,0.516,181.963,249014,4
00eArGDfSh7qPGTy4Vtyo8,eurodance,Do You Wanna Fuck,Byz,56,0.776,0.677,2,-5.342,0,0.0567,0.153,0.0,0.0842,0.75,93.011,231093,4
00eCDfnL3oW7QpObv5NPaC,dutch trance,Space Case (Mixed),Armin van Buuren,38,0.351,0.883,9,-7.646,0,0.0483,0.0733,0.846,0.466,0.482,150.006,336680,4
00ejan2a46u2Q6uDixwhlL,Acoustic Pop,Wherever You Will Go - Acoustic Covers Versions of Popular Songs,Covers Culture,22,0.441,0.257,9,-5.316,1,0.0294,0.853,0.0,0.0991,0.496,112.829,113651,4
00hnbpoSjLscenpW2LzPqs,aussietronica,Surprise Me,Mallrat,45,0.753,0.635,7,-4.411,1,0.0726,0.289,1.96e-06,0.152,0.329,80.984,171262,4
00iQSOQ4X8brjJPPdaHdWh,chopped and screwed,Dope Game,Screwston,22,0.885,0.438,6,-6.145,0,0.315,0.0656,0.0348,0.348,0.65,150.617,341600,4
00kYtO6UJq0q9aJ1n3iY1c,chicago rap,Girls @ (feat. Chance the Rapper),Joey Purp,39,0.939,0.579,4,-6.161,0,0.271,0.00835,4.78e-05,0.0914,0.635,110.031,212774,4
00kvKlIvfzQLSi6T2zwXuS,disco,Strawberry Letter 23,The Brothers Johnson,63,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,299067,4
00lemnC7rWUV2tOCnPegvU,"praise, praise",Everybody Clap Your Hands,Joshua's Troop,45,0.634,0.842,1,-6.389,1,0.0479,0.151,0.0,0.804,0.892,94.015,290800,4
00meczE1jpLTX0BBzIGrAR,"rockabilly, rock-and-roll, rockabilly",Big Girls Don't Cry,Frankie Valli & The Four Seasons,62,0.764,0.84,2,-5.023,1,0.0672,0.393,8.64e-06,0.0686,0.843,130.276,148013,4
00mojm5rDbk8dhvwHw4IIz,crunk,Thug,Slim Thug,57,0.784,0.712,1,-3.674,0,0.0923,0.00874,0.00169,0.121,0.313,156.075,230707,4
00n13DVBlyG0rNnF7afw7s,bubble trance,I've Been Gone So Long (Reorder Extended Mix),Talla 2XLC,0,0.619,0.956,6,-6.403,0,0.0556,0.000875,0.0529,0.0825,0.153,133.993,334925,4
00ne9sQpLUkdHAkps16fQZ,alt z,Arrullo De Estrellas,Zoé,1,0.462,0.765,5,-7.011,1,0.036,0.324,0.231,0.0757,0.399,81.513,252987,4
00o0Pfkql1Vno6Av7EMjsm,australian hip hop,Astronaut In the Ocean,Masked Wolf,0,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
00pz9LNt4VcgjyS0KmDb8l,Acoustic Blues,Fixin' to Die Blues,Bukka White,25,0.576,0.313,11,-10.545,1,0.0373,0.884,0.668,0.109,0.631,109.613,166960,4
00qpe8j0FiQhMzPP8asBwP,"atl trap, atl trap",Be Easy,T.I.,45,0.584,0.732,1,-5.276,0,0.236,0.00198,0.0,0.116,0.361,155.033,198027,4
00sggPtHQ87sV8GUGmZo4Z,naija worship,Hangout with Sola Allyson 1 (Worship) - Live,Sola Allyson,29,0.358,0.532,10,-7.11,1,0.0759,0.689,0.0,0.199,0.497,79.699,1768071,4
00uHIFDJKDboxdU0rHyeSv,anime lo-fi,突然GIRL,渡辺 曜 (CV.斉藤朱夏) from Aqours,26,0.518,0.985,4,-3.314,1,0.107,0.484,0.0,0.391,0.48,162.077,295347,4
00vFYHxUbAbctnMCRbcLLX,southern hip hop,Bottom of the Bottle,Curren$y,0,0.739,0.539,6,-9.735,1,0.337,0.0161,0.0,0.236,0.836,85.086,238339,4
00ySilV03aPGXWgUzOIXGe,alternative rock,Locos,León Larregui,0,0.724,0.646,10,-6.475,1,0.0352,0.0713,0.000158,0.0923,0.957,112.019,177600,4
00zg3HTVUVQs6usWhqubeu,alternative rock,Losing My Religion,R.E.M.,0,0.667,0.872,9,-4.518,0,0.0289,0.119,0.0,0.12,0.796,125.408,268520,4
010ZkIVv6Ay5vqqHVCCiKB,contemporary r&b,"Fill The Void (with Lily Rose Depp, Ramsey)",The Weeknd,78,0.247,0.395,5,-9.082,0,0.0438,0.28,0.000223,0.171,0.11,151.962,185751,4
0110N2mCv6Uk703XTBIIND,houston rap,"Sittin Sideways (Paul Wall, Big Pokey)",Bun B,1,0.695,0.777,7,-5.512,1,0.351,0.0491,0.00643,0.239,0.577,143.043,153933,4
013grywiX7Qu6WVfnJ1opa,vocal jazz,"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",John Coltrane,34,0.428,0.0768,0,-17.412,0,0.0413,0.774,0.0487,0.123,0.112,107.712,308933,4
014UKqRe5WMViDLG8eDFd5,"pop dance, singer-songwriter",Bad Habits - Joel Corry Remix,Ed Sheeran,0,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,189577,4
014uy3wdIVpJ7A0ufddVhk,spirituals,His Eye Is On the Sparrow,Mahalia Jackson,12,0.248,0.0269,5,-21.066,1,0.0381,0.925,6.15e-05,0.113,0.11,81.639,260973,4
016Ms1sv9BZr22ljbEuyrj,australian rock,Not Perfect - Live,Tim Minchin,30,0.485,0.403,9,-8.601,1,0.0428,0.839,2.13e-06,0.692,0.349,73.056,396000,4
016b4zvh0iwBxya8wjOLwP,detroit hip hop,Nowhere Fast,Proof,11,0.644,0.773,0,-4.026,1,0.242,0.21,0.0,0.132,0.739,109.261,201120,5
01AV9hxppJWk7DlG0uNZmO,vintage gospel,I Am Born to Preach the Gospel,Washington Phillips,1,0.661,0.0438,5,-15.199,1,0.164,0.993,8.09e-05,0.149,0.222,117.383,183467,4
01AoAvtUQea6KkZSXDhvON,new wave,Don't You (Forget About Me) - Remastered 2001,Simple Minds,40,0.667,0.622,2,-12.564,1,0.0274,0.0781,0.0455,0.312,0.666,111.261,260067,4
01C4NKAZZ8gb1f7XOSuL8b,ambient worship,We Will Never Stop - Live,Bayside Worship,10,0.549,0.907,2,-3.76,0,0.0619,0.0328,0.0269,0.147,0.246,119.933,322000,4
01CQb6ltAsP4mjzWfP0JzK,contemporary r&b,Starboy - Kygo Remix,The Weeknd,0,0.751,0.609,9,-7.162,0,0.09,0.207,1.27e-06,0.152,0.418,93.027,244720,4
01GCKiIFBWPvWznRcMIqvy,compositional ambient,2/2 - Remastered 2004,Brian Eno,0,0.0658,0.0295,2,-25.698,0,0.0365,0.976,0.947,0.108,0.0562,71.612,578467,4
01GTfgBRNRhcud2OGrkoZz,Acoustic Pop,Speechless (Instrumental Version),Steve Petrunak,25,0.5,0.318,1,-12.208,1,0.0441,0.901,0.886,0.102,0.55,135.745,205366,4
01GmGxOPy22EdAZGC0X6q1,chicago rap,We Go High,Chance the Rapper,43,0.657,0.644,5,-5.698,0,0.363,0.802,0.0,0.101,0.567,85.283,299168,4
01H8ERgNAg4D7JWe5TcZxY,christian music,Lingo,VERT MOB,31,0.886,0.396,1,-14.352,1,0.384,0.00323,2.82e-05,0.112,0.533,150.054,243202,4
01HF0G0K6CPvVIub1JpO4f,Alternative Dance,Smoke Break-Dance (feat. JID),Mick Jenkins,56,0.894,0.656,9,-7.055,0,0.0636,0.0938,2.24e-06,0.0822,0.824,119.957,167500,3
01IrI9Sy7LrX5MaRnwZbJ8,lo-fi sleep,sleepy,Kolorama,47,0.255,0.16,2,-22.738,1,0.0403,0.796,0.927,0.238,0.0841,79.441,119313,4
01K3kwfZCeLOo8PK0PGO1P,australian hip hop,Astronaut In the Ocean,Masked Wolf,2,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
01Lr5YepbgjXAWR9iOEyH1,"rap, drill",Love Sosa,Chief Keef,82,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,246213,4
01MuxJXQhIsTJYKgM6QWlZ,"trap queen, trap queen",Que Lloren,Ivy Queen,32,0.821,0.712,6,-7.444,1,0.149,0.247,0.0,0.518,0.772,91.996,193187,4
01NnZEWlqnbh7VTx9LewHJ,"tech house, bass house",Play The Music,Matroda,34,0.737,0.899,9,-7.109,0,0.0698,2.65e-05,0.922,0.178,0.692,123.991,185806,4
01Ox3uPKBqENtiWNlVaRdD,madchester,Supersonic,Oasis,54,0.39,0.877,9,-4.829,1,0.0347,4.9e-05,0.00241,0.265,0.689,103.94,283744,4
01Q1QVzXToNlHRrytdtpR3,folk rock,If I Had A Rocket Launcher,Bruce Cockburn,30,0.663,0.647,4,-12.237,0,0.0277,0.217,0.039,0.106,0.601,97.694,297867,4
01QPvRIYC5QG9E3khE6P9M,"brostep, brostep",Como Yo :(,Marshmello,73,0.751,0.578,1,-6.633,0,0.0648,0.299,1.5e-06,0.197,0.67,149.867,141866,4
01Qq4c93gbgXklC60LutL3,memphis hip hop,Shotta Flow 3,NLE Choppa,2,0.724,0.716,8,-5.258,0,0.385,0.00843,0.0,0.892,0.812,128.026,181238,4
01Qvi6KCkAsQF3iXMLPbgc,german dance,"21 Hungarian Dances, WoO 1 (version for orchestra): Hungarian Dance No. 1 (orch. J. Brahms)",Johannes Brahms,30,0.264,0.217,7,-17.487,0,0.0351,0.897,0.931,0.152,0.528,134.681,181333,4
01RwaOtdsiyvWTg4B30fv8,new romantic,Can't Get over You,The Romantics,12,0.483,0.95,1,-5.809,0,0.0507,0.00913,0.000113,0.248,0.574,142.038,189827,4
01SWIdNEBn6TaM0esjQLiV,a cappella,We Will Worship the Lamb of Glory,Keith Lancaster & The Acappella Company,19,0.402,0.273,5,-12.277,1,0.0346,0.961,0.0,0.15,0.74,123.242,150360,4
01UDDwE3Pm9LwojZxzmcTj,disco,How Deep Is Your Love,Bee Gees,0,0.633,0.357,5,-9.366,0,0.0264,0.107,0.0,0.133,0.672,104.938,245200,4
01UUTcB9Y6pNmuFE6mkjYX,hip pop,Drippin' in Milano,ANNA,0,0.84,0.772,6,-3.826,0,0.195,0.0947,0.0,0.136,0.492,93.029,159989,4
01Vj5meFigPDXplSUjjqyw,spirituals,I'm On My Way - Live,Mahalia Jackson,14,0.414,0.362,0,-10.677,0,0.0623,0.799,0.000282,0.5,0.828,81.88,159067,4
01WK3gtFQOkJEZjsrqdmc8,"neo-classical, neo-classical","Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",Maurice Ravel,19,0.483,0.00395,0,-44.583,1,0.0711,0.985,0.852,0.0604,0.559,60.41,91720,4
01YIoxhuISTSBh8cOvhIbG,alternative rock,We Will Rock You - 2020 Remaster,Nickelback,57,0.58,0.903,4,-4.909,1,0.142,0.0291,0.0,0.072,0.218,81.036,120293,4
01d7hA1K97CsBRitF4r4gz,Acoustic Pop,I Want to Break Free - Guitar Solo,Edy Hafler,21,0.61,0.134,5,-15.052,1,0.0678,0.973,0.951,0.114,0.505,110.432,125702,3
01dBLHq3UWyDRWDZJXj235,neo r&b,Cheatin’ Songs,Midland,58,0.723,0.723,4,-5.522,1,0.0269,0.043,3.99e-05,0.326,0.694,109.988,215033,4
01drOeK5VTIH6F0JZLc6dD,italian tech house,Aqua - Original Mix,Dino Maggiorana,2,0.807,0.973,11,-3.889,0,0.123,0.000571,0.912,0.0286,0.513,123.988,410383,4
01eK993pJ6zwPpzIlptVgT,slap house,Madame,22Bullets,0,0.758,0.93,3,-4.832,1,0.0489,0.0379,0.000365,0.17,0.302,122.028,141639,4
01hUDDFuGDlCD2kwW75U4i,latin pop,TELÉFONO,Aitana,0,0.691,0.829,11,-4.627,0,0.159,0.102,0.000177,0.0698,0.564,172.159,163294,4
01hoAHcR0PF5Frxk6Q2tfM,chill pop,Beira Mar,Mu540,8,0.414,0.902,1,-6.148,1,0.248,0.0224,0.519,0.115,0.487,139.956,204095,4
01iMQNeMe6TUQy3qm4LExW,french tech house,Save the Drums - Kid Shakers Remix,Peter Brown,0,0.858,0.911,1,-8.526,1,0.136,0.00647,0.683,0.277,0.44,127.983,360000,4
01kVVoJQuWVqaOvRgRztJD,"eurodance, eurodance",Sing Hallelujah!,Dr. Alban,69,0.759,0.822,5,-7.268,0,0.0367,0.00136,0.0171,0.131,0.94,124.713,240933,4
01l8qJFU6njLwXFfYl3yNQ,florida rap,Rapper of the Year,Luh Tyler,36,0.699,0.464,1,-8.342,1,0.275,0.0203,0.0,0.109,0.398,81.807,128780,4
01nnRTlnZHHy2nmbkCsKMH,modern jungle,Growing a Jungle - El Wharton Jungle Remix,Sara Lugo,2,0.68,0.845,11,-6.913,0,0.123,0.0708,7.37e-06,0.224,0.587,84.954,227976,4
01oQY87s0Zz5SYVertgjoE,nyc rap,Whoopty,CJ,0,0.711,0.598,3,-7.621,0,0.182,0.19,0.0,0.15,0.737,140.175,123429,4
01q4ccXbvPlCwZ1fPiFaeM,madchester,Girlfriend in a Coma - 2011 Remaster,The Smiths,63,0.68,0.626,7,-8.519,1,0.0255,0.126,1.3e-06,0.0995,0.96,104.333,122760,4
01spo6sDNqRWv2J1rr8aiR,jazz blues,Blues For Mama - Live,Nina Simone,38,0.493,0.565,4,-5.25,0,0.041,0.63,2.61e-06,0.681,0.371,78.924,284583,3
01tZs9L69fAR927QBJxSbx,reggae,A Ella,KAROL G,0,0.73,0.769,2,-4.936,1,0.178,0.244,2.06e-05,0.136,0.594,181.988,198720,4
01u6AEzGbGbQyYVdxajxqk,"rockabilly, rock-and-roll",Don't Be Cruel,Elvis Presley,58,0.697,0.55,2,-11.496,1,0.179,0.856,3.44e-05,0.0907,0.844,84.802,122893,4
01waxrgNYkuPrBhUqgAHW1,indie hip hop,Kill You All In a Hip Hop Rage,Mindless Self Indulgence,24,0.712,0.937,6,-4.351,0,0.244,0.085,0.0,0.038,0.503,144.992,149667,4
01x0guAx4CrCbmREr1Qzgs,bubble trance,Ayla (ASOT 840) [Trending Track] - Ben Nicky & Luke Bond Remix,Ayla,23,0.596,0.886,9,-10.159,0,0.0325,0.0152,0.468,0.615,0.402,135.004,213328,4
01y4v0GVDAFwj9hjxTMshg,german dance,Klar,Jan Delay,50,0.752,0.751,10,-4.029,1,0.143,0.369,0.0,0.0553,0.926,99.561,295440,4
01yD3tPxXNsHmpvIBN2Dta,detroit hip hop,Neil Armstrong,Proof,9,0.584,0.634,1,-8.056,1,0.312,0.262,0.0,0.355,0.359,93.849,262880,4
022fIaG5GXqVq5JRfLHupK,"dance pop, brostep, dutch pop, house",10:35,Tiësto,0,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253,4
022iYaYLQqkVlXunVGKgO6,vocal jazz,Rudolph The Red-Nosed Reindeer,Dean Martin,0,0.478,0.201,7,-16.79,1,0.0332,0.919,0.0,0.0854,0.857,136.47,135760,4
023OVLNzXhX0j7CxswUt6D,reggae,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,69,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4
024oZApap6Hxny8sjjHNCp,vintage gospel,Station Will Be Changed (179),The Jubilee Gospel Team,0,0.56,0.312,3,-12.125,1,0.158,0.978,0.238,0.233,0.529,207.91,200647,4
025MO5zsytvjgjZiuokOyS,Acoustic Blues,Whole World's Got The Blues,Eric Bibb,34,0.646,0.495,0,-9.429,1,0.0399,0.0457,0.0779,0.109,0.531,108.222,333989,3
02B7SoMf8FmdWJdZTqpnWF,"soft rock, hard rock",The Heart Of Rock & Roll - Single Edit,Huey Lewis & The News,44,0.581,0.874,10,-5.811,1,0.0347,0.0221,2.38e-06,0.113,0.947,143.284,245733,4
02CB1enc7KdElmDCP06C8O,chopped and screwed,Girl - Screwed and Chopped,Paul Wall,18,0.73,0.421,11,-13.033,1,0.0487,0.000361,9.24e-05,0.0866,0.549,140.314,345307,4
02D9uD9WQb834Lb54xCvDS,swing,Love U 4 Life,Jodeci,56,0.606,0.648,0,-7.802,1,0.0466,0.349,0.0,0.639,0.646,59.041,290067,4
02E4skBHp6ZyoEDgXHcQgu,vocal jazz,Satin Doll,Duke Ellington,42,0.611,0.0975,0,-11.57,1,0.0289,0.745,0.856,0.101,0.399,88.835,179333,4
02GwPAncasVL82yC7y2hmN,crunk,Raise Up,Petey Pablo,55,0.735,0.844,1,-5.215,1,0.167,0.142,0.0,0.319,0.742,156.069,286427,4
02H0SRZ7Ezb3z89vCgIt16,minneapolis sound,Molecules,Iceblink,5,0.827,0.307,7,-13.876,0,0.0728,0.985,0.946,0.207,0.58,150.102,184697,5
02IDyAhfBYAm9TXCs2pIhw,houston rap,Pissed Off in the Mind,Pharoah,3,0.63,0.499,9,-8.202,0,0.0613,0.00364,0.0,0.0719,0.242,85.102,231160,4
02IzZ88gNb3RUhmk43wkLD,aussietronica,Strut,Odd Mob,44,0.784,0.782,6,-9.731,0,0.118,0.0968,1.65e-05,0.303,0.499,127.997,185625,4
02KLiEs31kxh1krQJezlTL,eurodance,I've Been Thinking About You,Londonbeat,42,0.63,0.595,11,-14.986,0,0.038,0.0434,0.0363,0.0902,0.878,113.561,317933,4
02Po9TAHBOJ9Y9QmufVOxL,"chill pop, chill pop",Another Love,Tom Odell,14,0.429,0.455,4,-10.783,0,0.0392,0.438,4.21e-06,0.0994,0.108,119.338,243880,4
02PsAuDOg0oN1CFDl8nujf,chill beats,Beats That,Damma Beatz,26,0.733,0.562,6,-9.647,0,0.0763,0.606,0.934,0.0932,0.34,90.05,168000,4
02RCTBFKyLaECOTgfr0zTM,ccm,Church (Take Me Back),Cochren & Co.,69,0.581,0.715,11,-5.524,1,0.0413,0.162,1.27e-06,0.258,0.52,90.123,176707,4
02RE838fFDrKCdeAAxppRh,chicago rap,Real Rap (with Benny The Butcher),G Herbo,31,0.569,0.9,9,-4.818,0,0.471,0.21,0.0,0.38,0.687,102.073,193250,5
02SvHpnSyxWDZ2YRgBI55o,lo-fi study,Fever,Psalm Trees,29,0.629,0.328,0,-8.48,1,0.0371,0.855,0.803,0.0967,0.484,82.953,153253,4
02TadnJNMcVjr4baY39H1p,german dance,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",Johannes Brahms,27,0.364,0.149,3,-16.037,1,0.0345,0.9,0.959,0.321,0.635,142.457,136040,4
02TlQW8CCd0jhAKtulWD8Y,naija worship,Flesh Be Gone Medley! (Live),1Spirit & Theophilus Sunday,24,0.318,0.416,2,-15.444,1,0.0376,0.00305,4.39e-06,0.0603,0.0638,144.082,612928,4
02TlmLue7ADt1YArerXzXf,vintage gospel,I've Got the Key to the Kingdom,Washington Phillips,0,0.609,0.122,7,-13.833,0,0.118,0.989,0.0,0.119,0.224,83.078,186853,4
02WOefpZt0znv3u0sxrhIb,chill beats,It's 4 A.M and I can't sleep,Tosama Beats,48,0.5,0.223,11,-14.623,0,0.028,0.954,0.887,0.108,0.0962,103.387,135302,4
02X1nNNCQadPTQpO7sqBm7,christian music,Tennessee Whiskey,Stan Walker,46,0.407,0.296,9,-9.18,1,0.034,0.862,0.0,0.0796,0.165,133.612,262500,3
02XMnHsxaYVhASTmMkIbj1,deep house,Help Me Find My Own Flame (Live),Will Reagan,32,0.475,0.467,5,-9.777,1,0.028,0.441,0.0,0.669,0.383,105.863,381600,4
02cNVjQlB0d1Stfr96F6Qk,"rage rap, rage rap",Shoota,Playboi Carti,0,0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075,153800,4
02eD9ymfJOJOhM97HYp5R9,"contemporary r&b, contemporary r&b",The House That Built Me,Miranda Lambert,68,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,236627,4
